Employee_id,Employee_name,date,In-time,out-time
5,kushil,23-02-2023,11:14,15:57
5,kushil,24-02-2023,06:29,20:04
5,kushil,25-02-2023,08:30,22:50
5,kushil,26-02-2023,09:22,16:33
5,kushil,27-02-2023,09:53,18:09
5,kushil,28-02-2023,09:19,22:13
5,kushil,01-03-2023,07:23,21:34
5,kushil,02-03-2023,,
5,kushil,03-03-2023,06:25,22:45
5,kushil,04-03-2023,12:17,22:02
5,kushil,05-03-2023,10:45,18:33
5,kushil,06-03-2023,07:19,22:13
5,kushil,07-03-2023,,
5,kushil,08-03-2023,14:55,22:13
5,kushil,09-03-2023,10:07,18:36
5,kushil,10-03-2023,05:27,19:36
5,kushil,11-03-2023,13:25,16:50
5,kushil,12-03-2023,06:42,15:00
5,kushil,13-03-2023,13:47,18:45
5,kushil,14-03-2023,12:43,15:11
5,kushil,15-03-2023,13:35,17:50
5,kushil,16-03-2023,09:58,16:49
5,kushil,17-03-2023,10:56,19:18
5,kushil,18-03-2023,05:17,19:19
5,kushil,19-03-2023,06:51,18:05
5,kushil,20-03-2023,14:03,15:44
5,kushil,21-03-2023,11:57,22:19
5,kushil,22-03-2023,08:20,16:04
5,kushil,23-03-2023,12:17,20:27
5,kushil,24-03-2023,11:43,18:54
